input_id,out_v1,out_v2,out_v3
H005900-4YTXBW,792102,411368,792102
H005902-KKSYBM,1955727,897269,1955727
H005903-92LV8F,2424594,757835,2424594
H005904-Q23B3B,7237792,1850796,7237792
H005905-FGTK3P,-548286,-496566,-548286
H005906-W0WSZJ,1030939,0,1030939
H005907-9US6Z1,-69785,-113167,-69785
H005908-BMIO7R,-370628,-308804,-370628
H005909-NG2FH2,647355,0,647355
H005910-0VWBLW,-96806,-75324,-96806
H005911-S48AO3,-31571,-11569,-31571
H005912-JEL7Y0,6128498,3922862,6128498
H005913-HOKZ4I,-228444,-156779,-228444
H005914-E4LTQ7,4970097,3641813,4970097
H005915-RH1347,-332017,-407340,-332017
H005916-MX43UB,1574433,5564,1574433
H005918-32RI0U,3502195,2588938,3502195
H005919-02MTLK,4368236,3898006,4368236
H005920-RR0I1F,334331,-271014,334331
H005921-XL4FCB,119562,571676,119562
H005922-7BKEJW,7336283,3654667,7336283
H005926-KSVP4X,0,383698,0
H005927-7EY3IX,4201704,832755,4201704
H005928-C0Y9NA,-23543,47186,-23543
H005929-R3U580,2196669,3679888,2196669
H005930-2DBLVH,-47246,-95916,-47246
H005931-4VHP26,0,4807898,0
H005932-5RXD77,-128059,-153752,-128059
H005933-XLX282,1614952,2189769,1614952
H005935-SLVV7D,-422153,-725691,-422153
H005936-GP6SQO,1051360,1666836,1051360
H005938-YT1D7D,-37134,-37741,-37134
H005940-AL0XWQ,2740962,2977950,2740962
H005942-0RW1IQ,1698021,377904,1698021
H005943-E1MC2G,953925,103545,953925
H005944-6WF5RP,869285,1213685,869285
H005946-4VH38N,4838403,2881082,4838403
H005947-Z9JEVU,4122208,1929423,4122208
H005948-ZGCHN2,1775322,3499029,1775322
H005949-YUAKU0,8014,10934,8014
H005950-1GSOZ9,12019,591259,12019
H005951-T49IIN,1758185,-10536,1758185
H005952-X59LHI,-26158,-24447,-26158
H005955-21AVCB,710059,201117,710059
H005956-U3XB78,-255153,946249,-255153
H005957-Q9MDI7,13911769,11082652,13911769
H005958-9GV7F3,1455462,2015925,1455462
H005959-CZ3168,5768619,2552653,5768619
H005960-NG2GPD,-77612,-93776,-77612
H005961-XTYD8B,11165,155994,11165
H005962-UR1K0I,-65765,-65730,-65765
H005965-YT3TST,-346930,-354446,-346930
H005966-0D4VZ9,1906335,0,1906335
H005967-QY5EWP,-18628,136517,-18628
H005969-CFW3M9,622299,-110461,622299
H005970-YJQ05E,-160117,-78863,-160117
H005971-YYPRHK,2924432,2553329,2924432
H005973-9THZHH,2482490,6090104,2482490
H005974-GZRQ5N,0,3579496,0
H005975-7KU5JM,861211,1036700,861211
H005977-Q2N8B0,2630856,3063586,2630856
H005978-XZBEF9,-7619,-45079,-7619
H005980-1QDDV6,1769015,2189703,1769015
H005981-8YRNPL,3837162,4992443,3837162
H005982-V3PU7E,3695702,524557,3695702
H005985-6ZOMQ7,-314851,-133072,-314851
H005986-D9BK6G,7323619,6689834,7323619
H005987-AZ80Z2,2904978,2957790,2904978
H005988-7J5IPN,4663433,0,4663433
H005989-PN4QMF,3548370,1208652,3548370
H005990-CY2Q7A,2510527,556813,2510527
H005991-ZTRJXU,3172295,3470805,3172295
H005992-5WRHZ1,6399254,1073639,6399254
H005994-ITFT6D,6453565,1236258,6453565
H005996-0C2R4G,1135296,600085,1135296
H005997-J361SX,-152986,1767417,-152986
H005998-EEZDFA,3103591,3457783,3103591
H006000-Q4A0DW,-84746,-94625,-84746
H006001-OBW8BU,524616,-101050,524616
H006002-48FE6G,-420255,-610142,-420255
H006003-UOO8XF,0,402074,0
H006005-UCFVOZ,6706229,1130030,6706229
H006006-P2USTB,6391471,2693500,6391471
H006007-0CZSIZ,2960268,2059824,2960268
H006008-CVO0RP,3309509,1993190,3309509
H006009-3Q74OF,3211,25601,3211
H006010-YEODWU,6570355,3228223,6570355
H006012-ZE5J12,1513109,604681,1513109
H006013-8JHMMA,-258682,-192288,-258682
H006014-76JCKI,279130,12010,279130
H006015-27NT6C,9610,204542,9610
H006016-QOHH1A,3815162,1562182,3815162
H006017-1Z7CKZ,10129665,9649967,10129665
H006018-OCS6SR,4507548,1243946,4507548
H006019-IANTHM,274016,-90197,274016
H006020-1U0K28,2613816,1235654,2613816
H006021-2W6YG3,7051252,1549204,7051252
H006022-S0OHIH,4018,1100937,4018
H006023-4K3R5U,2279288,1034672,2279288
H006024-951I0L,2095921,2651910,2095921
H006025-6TZ6R4,4427725,4772588,4427725
H006026-YJCRE1,1035912,84847,1035912
H006027-OXHIDR,2039261,-59060,2039261
H006028-D4BS12,3044031,24186,3044031
H006029-7S3EJH,391172,27857,391172
H006031-RK36VX,4797966,3492089,4797966
H006032-YLZI6K,4105086,320905,4105086
H006033-J740S6,-23520,10221,-23520
H006034-CWHP9W,201861,0,201861
H006035-CTWYU9,191711,1013198,191711
H006036-554BFM,-545578,-360651,-545578
H006037-0HT41P,-204851,1712248,-204851
H006040-N4M8A1,9100228,11463919,9100228
H006041-L948NK,653210,2588329,653210
H006044-HVYC68,1865341,1402507,1865341
H006045-JM0W8S,1160476,2671500,1160476
H006046-3X8OID,7348696,3305766,7348696
H006048-IPPMLO,3406482,1944811,3406482
H006049-CBBGV9,662292,506126,662292
H006051-T37F8J,0,1748726,0
H006052-9UXJZV,1171081,1232434,1171081
H006053-2JDH01,1959577,1735780,1959577
H006054-5QS1JO,2517524,1249376,2517524
H006056-K0L0XP,4988266,1546434,4988266
H006057-EN651A,3067550,2821075,3067550
H006058-TGCAUO,-139513,-36679,-139513
H006059-ZZZYTB,3005085,5752260,3005085
H006060-PLAXPF,4771985,242172,4771985
H006061-8Y6U2W,-274259,-10003,-274259
H006062-MFV0IU,366697,735,366697
H006063-66HKVE,-339676,-68113,-339676
H006064-XJZKTE,6828321,5321096,6828321
H006065-HGHGI1,2328160,2962417,2328160
H006066-E1UDWS,-357404,-147030,-357404
H006067-BZ1V89,-323862,-34559,-323862
H006068-K9IPYH,0,1069609,0
H006070-04U81M,-26316,861342,-26316
H006071-HN3N4Z,-21517,-70998,-21517
H006073-74PV5T,-165805,-38184,-165805
H006075-E08GJR,0,770653,0
H006076-Z0BBYY,-217583,889861,-217583
H006077-BNKNB8,64538,82344,64538
H006078-YD9Q1G,7453504,5226555,7453504
H006079-9G4837,5641272,2589098,5641272
H006080-77NFJK,0,2708090,0
H006081-9GBSYB,857637,25777,857637
H006082-ZP9Y5X,-230646,-196901,-230646
H006084-OVP4G6,2453947,1705928,2453947
H006085-CZ7QO0,124502,0,124502
H006086-GGD95M,10290090,7199603,10290090
H006088-FZNCMW,2398889,1754448,2398889
H006089-MO4VWV,4648303,2405677,4648303
H006090-U2D7VH,1403162,-174511,1403162
H006091-46KUVD,4418440,2236491,4418440
H006093-K2238H,-187836,448227,-187836
H006094-XUVCQ7,-657866,-417216,-657866
H006096-L4K107,2860868,2744108,2860868
H006097-I7PLLH,0,812709,0
H006098-LF202L,-114596,-53932,-114596
H006099-JTJ1RN,574084,756393,574084
H006100-3FADUI,-175741,-58196,-175741
H006101-IWAU9L,0,7175,0
H006102-AQIS2Z,15692,684537,15692
H006103-57S1QI,3794019,6995813,3794019
H006105-FIWVXZ,-71642,-64137,-71642
H006107-JOU262,4007,29828,4007
H006110-0XIPTR,0,584008,0
H006111-9QUS6W,9404901,6149888,9404901
H006112-BNZN4B,-1007868,-710747,-1007868
H006114-TC5FLU,5403870,4250146,5403870
H006116-9JN5NQ,4722938,6409677,4722938
H006117-YUBY8A,4686747,1586564,4686747
H006119-JNKCD8,2744342,2693935,2744342
H006122-6OHSUK,2348272,2687440,2348272
H006123-O5EK64,1330740,716498,1330740
H006124-MJ4SCL,-406266,-544975,-406266
H006125-OYAIK9,1985513,3155696,1985513
H006126-6Q224O,5467979,3085625,5467979
H006128-EEJFGM,-81420,7314,-81420
H006131-B2EM1L,0,320959,0
H006132-EK2S16,6796357,4141199,6796357
H006134-GP34P5,-546638,-329363,-546638
H006135-J9PN9W,1893496,0,1893496
H006136-N8X4PA,668488,871733,668488
H006138-QL5L7K,-329438,-311899,-329438
H006139-YPOZ50,12640556,11197593,12640556
H006140-EH08AH,1674599,12517,1674599
H006141-WKRT1M,8806386,3489886,8806386
H006142-OBQA0P,8804479,1613199,8804479
H006143-QWJM11,-920114,-690267,-920114
H006146-N621ED,19937,7987,19937
H006147-DRKUPJ,-288386,-152111,-288386
H006148-7STSOX,991376,-9930,991376
H006149-6K057O,-144496,-174836,-144496
H006150-O3462K,6902361,6611155,6902361
H006151-R2I2PV,4222955,3192142,4222955
H006152-66L7Q4,8049015,3803847,8049015
H006154-2BA7BZ,-126596,2078,-126596
H006155-5M90TR,6038890,255311,6038890
H006156-B0T5Y0,12436946,9060145,12436946
H006157-CP71U8,-117688,-22320,-117688
H006158-3V6LQW,2316464,3069868,2316464
H006159-51A9AZ,-159960,-13699,-159960
H006161-4VM496,-50237,1864396,-50237
H006163-ATMB4I,-101231,-57723,-101231
H006164-HWP55Q,3653070,368617,3653070
H006166-ANAMEM,16912584,16903180,16912584
H006167-8Z2BZ9,5967744,5049606,5967744
H006168-BSCAAL,2497342,1587209,2497342
H006169-RG6F88,1726969,1023118,1726969
H006170-UY2XP8,5810333,6100237,5810333
H006171-Z051IA,4239419,2120483,4239419
H006174-FD15G9,-656395,-377578,-656395
H006175-GJ84PY,2862790,3140984,2862790
H006176-LEKGNH,1804510,25847,1804510
H006177-M3YQ9K,5855983,4096981,5855983
H006178-UPPJPM,678796,2844313,678796
H006179-LG9W36,825298,2289,825298
H006180-T7L0EK,2773409,5638909,2773409
H006181-WOFN10,-67576,6425,-67576
H006183-FG15QT,-46625,604334,-46625
H006184-IFVM4G,-113963,50022,-113963
H006185-FNYBYR,1315828,1168698,1315828
H006187-AK16AE,8378366,6941800,8378366
H006188-B6KSL9,4690818,7362666,4690818
H006189-S2EAV1,2060081,1691032,2060081
H006190-Z1976D,5407,1827362,5407
H006191-3QUBKA,-198813,-290481,-198813
H006194-QM86AW,5266757,1101721,5266757
H006195-D2CZ2F,1299218,1393487,1299218
H006196-5U1BEI,1534521,2225106,1534521
H006199-W9CWNJ,3663999,2143969,3663999
H006200-F8LTFP,97312,555054,97312
H006202-K7P8WW,-95059,-24876,-95059
H006203-IKX561,-417807,-202548,-417807
H006204-CLBPDL,2045016,7987,2045016
H006205-PYP617,1201200,1602812,1201200
H006206-2YE2WY,3397387,219410,3397387
H006209-LN7X7G,778804,-43982,778804
H006211-HVSJZB,5723,1854191,5723
H006212-BEGHR0,-499456,-237788,-499456
H006213-HAHCIM,6002877,3961685,6002877
H006214-LKG1XU,6493243,6893135,6493243
H006215-SWYR3E,7426461,4392271,7426461
H006216-EBDTU9,6699213,7975766,6699213
H006218-302NQO,-256979,-56465,-256979
H006219-NKR7J9,14753,0,14753
H006221-O7OWI0,-323430,-232816,-323430
H006222-NHZSHI,1660233,1826275,1660233
H006224-TTL7P4,5641940,3359136,5641940
H006225-9WCWSC,-175284,-110816,-175284
H006226-M7EGAJ,2484371,2462506,2484371
H006227-6JBE2Y,1826585,1348302,1826585
H006229-720O9R,0,406928,0
H006230-P197IS,6024591,5580915,6024591
H006231-XQ3JEW,-156673,-53171,-156673
H006233-6TU4TK,3052295,2882544,3052295
H006234-G3Y92I,1411351,2880990,1411351
H006235-K7OL93,0,510665,0
H006236-8M5PMM,-46498,-4827,-46498
H006237-TP6209,-168787,-230140,-168787
H006238-KBCR1R,1943745,107136,1943745
H006239-EUW2DF,-10151,1934115,-10151
H006240-M10Q5E,5963810,2449889,5963810
H006242-4D12G0,1448413,570333,1448413
H006243-HHBFFI,655563,2675774,655563
H006244-JUPK05,-518375,-392457,-518375
H006247-G9E5UH,2933133,272965,2933133
H006248-RHBH8P,9605255,5459649,9605255
H006249-KL2AL6,-910239,-806052,-910239
H006250-004IXY,-70138,-41016,-70138
H006251-0T3CIN,1196580,3296037,1196580
H006252-H69IX8,1493272,1292202,1493272
H006253-14U2VC,-379677,-557597,-379677
H006254-0CHWM1,-39555,2525907,-39555
H006255-W6TKXV,6178220,3573150,6178220
H006256-HE4ZC5,183360,14051,183360
H006257-G9RCAT,728834,373279,728834
H006259-VE7ZT2,-92956,-91166,-92956
H006260-GD8ZFT,-362772,-349248,-362772
H006261-ODBCIF,1153747,1896721,1153747
H006263-Q4UC6P,6954063,5495981,6954063
H006264-DGYRY6,4347826,1830441,4347826
H006265-RI4BGD,1250009,3583413,1250009
H006267-25MPE4,2297282,736224,2297282
H006268-A18LZY,2152637,5978153,2152637
H006269-RE05NU,1812137,1564390,1812137
H006270-6407R2,3983722,1623518,3983722
H006271-SJX9ME,8927245,8260420,8927245
H006272-I9OTIW,-588432,-384917,-588432
H006273-9ZU4KS,-179382,-223153,-179382
H006274-O7RJOI,8571352,4962239,8571352
H006278-2N84SA,-19062,302150,-19062
H006279-ECHRKA,1695247,527935,1695247
H006280-Y77BDV,960036,1271272,960036
H006282-VJC2IL,1720879,3482,1720879
H006283-QJA6TA,3158773,1366741,3158773
H006286-O0HS2O,-380522,-325211,-380522
H006287-H2G5PZ,634817,1543992,634817
H006288-MMZE0F,3355696,4349501,3355696
H006289-HK3QK7,-92716,714126,-92716
H006290-CQKU7T,2947315,1710514,2947315
H006291-H37ICX,9717277,8509774,9717277
H006292-6K2996,4093577,3967311,4093577
H006294-H6BD4H,398338,413948,398338
H006296-GQY2RZ,2005682,1068173,2005682
H006297-15NQDL,2495912,1540180,2495912
H006298-F3Z2NK,1296332,996016,1296332
H006299-8TTUJ5,-291371,-318574,-291371
H006300-8JNZBP,1685604,3178016,1685604
H006301-CWKDZA,-48479,348797,-48479
H006302-FVCUDT,-91566,-126773,-91566
H006303-W6B5E0,1261124,13121,1261124
H006305-WQ6G28,1836826,3122019,1836826
H006308-0RW3N0,715141,1111394,715141
H006309-5YJLTX,2855328,1289502,2855328
H006310-2WV9LF,3927250,2983193,3927250
H006311-ZI7Y60,1068087,853665,1068087
H006312-FWIC1A,0,1904240,0
H006314-I6UIG2,4255209,2069266,4255209
H006315-4RSPEP,-59355,-122015,-59355
H006316-DNILTH,11985608,9181565,11985608
H006317-RJYYEX,0,603679,0
H006318-7GOY04,0,72216,0
H006319-1BQM60,5576991,4459823,5576991
H006320-GTAK65,1487590,927819,1487590
H006321-YEKGSW,1310929,3053357,1310929
H006323-HYUKVZ,1228097,1138097,1228097
H006324-ZXOYD9,2048413,902254,2048413
H006325-1Y2XTN,-237797,-210607,-237797
H006327-W4YOAY,-18468,-14557,-18468
H006328-AWPY1K,244352,1829496,244352
H006330-IQ7U7S,-65743,728712,-65743
H006331-9AYRBJ,1362742,0,1362742
H006332-0GYWEO,5594582,4011223,5594582
H006333-MSVYYB,2297866,179646,2297866
H006335-XKI6IN,7325581,4287078,7325581
H006336-5IOIHW,0,23176,0
H006337-TK9AP6,-35183,-39363,-35183
H006338-4FDVH1,673608,753500,673608
H006339-NKH04O,3427510,2594578,3427510
H006340-FD40V1,8544061,7887551,8544061
H006341-47TVA9,12279460,9147159,12279460
H006342-NZJX34,-77767,-49205,-77767
H006344-RBA7V5,5424982,829197,5424982
H006345-D39KF4,-98553,-24508,-98553
H006346-L3X9Q6,614116,37754,614116
H006350-K9CP61,4329944,5190295,4329944
H006351-AFY7OV,-137406,-58431,-137406
H006352-Q6K4WW,742625,0,742625
H006353-E68NVN,488579,1371249,488579
H006355-RAD4B5,4953540,4175835,4953540
H006356-UNM8BW,-383013,-271230,-383013
H006357-EJF90Y,1097960,917950,1097960
H006359-2RREU0,6816598,3042959,6816598
H006362-MNMT3U,806261,1519992,806261
H006363-RKP5JF,-336315,-257659,-336315
H006364-LOBJ3B,5623662,2948653,5623662
H006365-LPOT5O,7934583,4537967,7934583
H006366-78DO6R,973793,1336992,973793
H006367-8ICF62,38843,652480,38843
H006368-DHE8PH,1622185,1052002,1622185
H006369-061YX0,-334918,-99709,-334918
H006371-152HT0,2459198,-192030,2459198
H006372-KVYG2W,698093,1212360,698093
H006373-WU72L7,800616,587361,800616
H006375-BV7426,824732,646963,824732
H006376-KT2JB6,10450268,7624354,10450268
H006377-B03UZ7,1133325,954594,1133325
H006378-IKS6J5,-260068,-55624,-260068
H006380-9T7CZD,2748618,2499344,2748618
H006381-OH0JH3,-526613,-369061,-526613
H006382-OLWEV4,3482,559214,3482
H006383-FN88E6,1169186,1008775,1169186
H006385-1O7AOV,4436998,344387,4436998
H006386-WZAGNG,2259145,1517284,2259145
H006387-6NW65K,7663143,3418379,7663143
H006388-10UW7H,124455,-1728,124455
H006389-UA9RVW,4883586,1298843,4883586
H006390-EX7YJG,2033519,3818143,2033519
H006392-CT4EGE,-10153,49217,-10153
H006393-BMFF1B,7312770,6204214,7312770
H006395-JWXC47,3615006,854382,3615006
H006396-WF21X4,-63984,2066,-63984
H006397-BHO23D,1358160,-96385,1358160
H006398-M0Z4I9,5390566,6386942,5390566
H006399-6PZEY0,5138075,11669,5138075
H006401-J8N7Q9,517733,385498,517733
H006402-3HGAQJ,8731830,5743658,8731830
H006403-1ANZ0K,5575946,2327287,5575946
H006404-TJUSZU,11025644,6741720,11025644
H006406-DE95KQ,1395923,335276,1395923
H006407-BOA35D,2217366,1825763,2217366
H006408-FB41YB,1208525,83677,1208525
H006409-UZWYCF,419316,0,419316
H006412-PR4BD9,-922464,-841599,-922464
H006413-I6D6EO,873765,576490,873765
H006415-UVCMKC,-477551,-326365,-477551
H006416-4Q3P4I,-5607,-28609,-5607
H006417-EYJ8EL,1845000,397233,1845000
H006418-NCEDH1,-509975,-468316,-509975
H006419-LJE5ZL,7985999,6893897,7985999
H006420-K1MFUR,-59421,977127,-59421
H006421-TL5C5U,-184541,439981,-184541
H006422-IYRRIM,-71884,455215,-71884
H006423-3E5DXJ,-21392,-58259,-21392
H006424-XQHQP3,2207804,4052511,2207804
H006425-A1ZA4Y,0,560749,0
H006427-DLRSVI,-225519,-212182,-225519
H006428-ZSUQDA,1052908,-51308,1052908
H006430-EN5QY3,-192220,-158139,-192220
H006431-FOKM09,4237410,5523598,4237410
H006433-IU08BN,4195492,1915494,4195492
H006434-7GI8S2,7238,341621,7238
H006435-NMUYBI,1986879,2507471,1986879
H006436-R2X4YB,2988,5868,2988
H006437-KO0YYW,5215019,3472954,5215019
H006438-F134A3,9218068,0,9218068
H006441-1NSEN4,-203849,-40987,-203849
H006444-ZO9EZE,2477103,3953173,2477103
H006445-X9L7FK,15550,667925,15550
H006446-LKBDQP,2190107,657637,2190107
H006448-XFE6FF,5733964,1260215,5733964
H006450-04F7YT,46665,2431203,46665
H006451-4ZEGCM,1600959,3842258,1600959
H006454-3SBCYT,-705027,-138161,-705027
H006455-O77N1B,21149,812222,21149
H006457-7M06PI,-71808,-213136,-71808
H006459-1G4BK1,-341596,-302024,-341596
H006460-MJM37O,-120559,-52356,-120559
H006463-FTXN4Y,10894819,3208514,10894819
H006464-QS0N76,1064731,0,1064731
H006465-ISHFDH,3302568,2988517,3302568
H006468-M47F9P,3458091,-138755,3458091
H006469-Q12JJP,867043,-96146,867043
H006471-AQ9Y92,2594712,273630,2594712
H006472-FJYSAE,23777,-19932,23777
H006473-GW1JLL,4030159,2090315,4030159
H006474-Q3SHAM,192468,555023,192468
H006475-9XGUXW,2209662,2911020,2209662
H006476-SAUXZF,-132413,-145677,-132413
H006478-GF92DD,-201696,-169628,-201696
H006479-579B1L,-26985,-64845,-26985
H006480-2FF1OR,730544,656277,730544
H006481-D5JDBV,2649861,2569601,2649861
H006483-MVYEC6,146025,2172890,146025
H006484-9MT1CJ,4310488,5873328,4310488
H006485-SN7O6N,2958540,1665391,2958540
H006486-CQSSG1,1035956,1367152,1035956
H006488-9PZVUJ,5977320,4909864,5977320
H006489-NNC60S,3292974,4278914,3292974
H006490-HNNOS8,362042,3666,362042
H006491-3AX5XS,0,2154407,0
H006492-VAGSZF,0,727374,0
H006493-KLP5IX,2159837,995926,2159837
H006496-DXEX5G,-300351,-100839,-300351
H006497-SAOXP0,133869,347518,133869
H006498-UWQ5GX,-233520,-241281,-233520
H006501-LWB9VZ,8428855,6747821,8428855
H006502-438LKY,577483,964859,577483
H006503-DCIRZV,0,807885,0
H006505-CJCJFK,5501455,2601328,5501455
H006506-7KKGP7,2844506,2601941,2844506
H006507-VGN8M9,6894791,6291856,6894791
H006508-7PXS8B,-306618,-174849,-306618
H006510-HRG45T,0,1245140,0
H006511-IWG4QE,1283370,0,1283370
H006512-X3KGYZ,1331625,232480,1331625
H006513-5HVQ37,3340792,1382129,3340792
H006514-NR38X4,-202333,507917,-202333
H006515-U4DJXK,740342,15402,740342
H006516-PDGPWY,-108761,-119418,-108761
H006519-VRIVEV,9643351,8980987,9643351
H006520-DHAQA4,2412004,2865585,2412004
H006522-VTSUW1,4040984,2846073,4040984
H006524-AV2CLO,-165921,-98328,-165921
H006525-U3UT4B,2669669,2945847,2669669
H006526-D98W3B,1136799,95571,1136799
H006527-J4050D,-33856,-16883,-33856
H006528-00P4LQ,6686573,3233600,6686573
H006529-0595CP,4951723,2630401,4951723
H006531-EZXEYS,8423049,9531318,8423049
H006532-9ALGYA,-4398,33240,-4398
H006533-DLY6I6,1487604,5423401,1487604
H006534-1XY2LI,1356228,1470698,1356228
H006535-9FXYWU,8067739,8307639,8067739
H006536-QSYZ0O,2282477,465152,2282477
H006537-E0WCE8,2949912,4019811,2949912
H006538-8KGKXT,4498658,0,4498658
H006539-SPGHEA,9140327,6714879,9140327
H006540-SVAI76,11077032,7261190,11077032
H006541-EL2CQJ,-81466,-350811,-81466
H006542-J7I5N3,2252348,-5510,2252348
H006543-24RK1M,6121034,5808558,6121034
H006544-MUV235,14535824,7274886,14535824
H006546-PH1WRP,1127120,652441,1127120
H006547-U0H8BM,7187822,4813501,7187822
H006548-YPOPNS,-285970,-320739,-285970
H006550-9MIOUH,-155381,-276963,-155381
H006552-WRK0HS,-57155,-164885,-57155
H006553-ABA6ZB,97285,7998,97285
H006556-XHT3ON,5722745,3898731,5722745
H006558-BDMAYG,26673,345630,26673
H006560-KF3KKN,5015909,1851938,5015909
H006561-E9YCG4,12610744,11284184,12610744
H006562-M6LT3N,12002,1219090,12002
H006563-QTA4QJ,3679044,4391119,3679044
H006565-XG6JGM,3410080,3444049,3410080
H006566-OM73YV,7754878,2845620,7754878
H006567-5LOK4E,-40450,-284980,-40450
H006569-M1XYD6,1894944,2322256,1894944
H006570-IRYP8K,3057637,1207766,3057637
H006571-H5PL6Q,-243320,-294013,-243320
H006573-1HFFBX,901541,1659861,901541
H006574-YY5VFX,4249181,5245485,4249181
H006575-JMYJDQ,-386412,-49806,-386412
H006576-A3O2IU,-85900,-182218,-85900
H006577-Q1QIDN,-6615,-302328,-6615
H006578-2LLQEC,2351404,1834742,2351404
H006579-JE0Z60,0,2360600,0
H006581-N88YBI,1667327,1538663,1667327
H006582-5OFL0Y,387887,1711401,387887
H006583-F5P5WL,0,190139,0
H006584-ZN2OC7,4995927,5584704,4995927
H006585-0S54PL,1500095,1803215,1500095
H006586-0AYK6Z,418954,392383,418954
H006587-7Q02HF,2795964,0,2795964
H006589-8VBLON,2548018,2845890,2548018
H006590-YGFD73,549097,0,549097
H006591-09T5QE,7120867,2268169,7120867
H006592-ATUH2A,6178304,7848159,6178304
H006593-1SZ1GN,13906516,9357071,13906516
H006594-V3WK9Z,-203792,-22151,-203792
H006595-QCW4LX,330774,952321,330774
H006596-ONS3V5,369456,0,369456
H006597-ABWY39,1685155,5281832,1685155
H006599-3RRUB2,1241250,-3446,1241250
H006600-XNJNXE,762755,652159,762755
H006603-D2QLKS,2277235,2505466,2277235
H006605-DHY6D2,-816017,-388499,-816017
H006606-21K9AX,773041,2337316,773041
H006607-24YHY7,-229692,-184379,-229692
H006608-EHJC9O,10960225,5383317,10960225
H006609-1WX74W,6250378,6515664,6250378
H006610-1LB79W,-165391,-166502,-165391
H006611-97KZ1G,37392,77428,37392
H006613-OM93HF,3633694,2256976,3633694
H006614-KICJ6K,-375908,-501860,-375908
H006615-FY267M,-107152,-25480,-107152
H006617-VM79PM,284757,0,284757
H006618-6OH6M3,3437220,2560612,3437220
H006619-Q4TFIY,-978146,-506381,-978146
H006620-GRVC5E,426948,1345873,426948
H006621-DPOYVH,1209301,68868,1209301
H006622-XRPE6J,478019,181325,478019
H006623-7X7NQG,2152053,427982,2152053
H006624-XM6QE4,0,654112,0
H006625-VIOMO8,7895435,5336285,7895435
H006626-3MEWNG,-223501,-108188,-223501
H006627-04K2I9,12251,1423582,12251
H006628-36TJ1N,-153804,-16101,-153804
H006629-2R2QHX,-782477,-539364,-782477
H006630-IAWHNO,1977760,1407638,1977760
H006632-RCSXRE,3338771,2196929,3338771
H006634-T8VN4P,-181027,-128247,-181027
H006635-RJAI8C,11763516,5084805,11763516
H006636-D5P6X6,5132747,2250247,5132747
H006638-TW376N,0,584899,0
H006639-0S9UPK,1650764,878067,1650764
H006640-JYSKBJ,3750038,4294481,3750038
H006642-XULLKD,833981,1639690,833981
H006643-ODB5VW,518779,158,518779
H006644-G9NGZK,740063,279877,740063
H006645-CI6TK5,281535,603654,281535
