input_id,out_v1,out_v2,out_v3
H005092-VH1ALM,803619,259674,803619
H005095-KWP5CS,3268503,3200719,3268503
H005096-VZLYF9,5673882,7224229,5673882
H005097-7JCFY1,2715519,3025493,2715519
H005098-GCKM1A,2404,56517,2404
H005099-Z1BX6O,-213491,-202220,-213491
H005100-CP5QHM,6270779,358125,6270779
H005101-LNJ58K,11826924,4067844,11826924
H005102-3QD468,1822165,850563,1822165
H005103-N8FPCX,6862130,6295381,6862130
H005104-ZHG8OD,1464858,0,1464858
H005106-HSEXTG,1375220,2608419,1375220
H005107-H9UWZM,286430,5306,286430
H005110-G3PJ08,1698965,1045687,1698965
H005111-4UA03M,875718,864044,875718
H005112-AEISF6,1644,678463,1644
H005114-47BZX3,10469263,8944643,10469263
H005115-44C3SY,6524568,2920309,6524568
H005116-26L7Z8,-133121,-101793,-133121
H005117-BLFG9A,0,1006497,0
H005118-ASZEAS,-200391,-104678,-200391
H005119-W35VU6,1932931,3684220,1932931
H005120-E8I1YD,3039124,4286,3039124
H005121-5Z18O0,287269,1568243,287269
H005122-SOYVB3,-191725,-270622,-191725
H005123-PJYB8E,4455592,1571845,4455592
H005124-RYNGPO,999489,1002517,999489
H005125-Z9KORG,2897953,1277351,2897953
H005127-H80922,4482832,4557531,4482832
H005128-BFXE3N,-259354,-79291,-259354
H005129-NMON34,31239,2334450,31239
H005130-NLB0MK,649518,0,649518
H005131-1OLZAT,-48301,-1240,-48301
H005132-L613JO,2047615,1092310,2047615
H005133-MJ0QG8,-911550,-935375,-911550
H005134-MSO5KI,4907927,7721547,4907927
H005135-KC6K1Z,1502158,633308,1502158
H005136-2T9A3M,2260046,1579422,2260046
H005137-5F5292,362784,1580120,362784
H005139-ZTX1YK,-450417,-368202,-450417
H005140-BEYABU,2949215,10183,2949215
H005141-V1QAKK,3021938,1493835,3021938
H005143-Q1H8J7,-354810,-357304,-354810
H005144-52U3DO,2233728,1500345,2233728
H005145-7O4J5I,9023610,5136612,9023610
H005146-N857M0,1062139,3438105,1062139
H005147-PQO672,238918,-2951,238918
H005148-868IDB,-38446,83802,-38446
H005149-NA0JIL,-372,2755713,-372
H005150-CX8D8Z,1944748,3487927,1944748
H005151-X9NRMT,-728612,-666307,-728612
H005152-M5VZTL,-342917,-417784,-342917
H005154-4ZRKO0,154945,510725,154945
H005155-CWT2QH,-113404,-192115,-113404
H005158-JT2Y0J,7029463,4783019,7029463
H005159-BFTZ8J,-61960,-175634,-61960
H005160-X7VC21,98947,52353,98947
H005161-RVJ4WB,7527912,3929398,7527912
H005162-C6E7HR,845068,1083100,845068
H005163-4UFCH5,3376201,3639919,3376201
H005164-AVVTVL,0,94978,0
H005166-B0FJ38,2492307,1580393,2492307
H005167-704ZI1,1674017,1275702,1674017
H005170-TOMLCD,7436037,4737863,7436037
H005171-2L2ZL4,1611458,1153692,1611458
H005172-Z9AUCW,1775,25169,1775
H005173-8T16OF,-150987,-50423,-150987
H005174-NSPT2Z,-157263,1726,-157263
H005175-3PWC2Q,1521536,1665919,1521536
H005176-NZ3XL0,-110384,1003946,-110384
H005178-8NHWPO,5153964,5875287,5153964
H005179-0CZ9AV,2716682,4477467,2716682
H005180-IO3J6G,1592314,353636,1592314
H005181-612JU6,-150632,-78992,-150632
H005182-HN2JN7,5714967,6924749,5714967
H005183-TZ4OBZ,-790723,-738122,-790723
H005185-8NXR9Q,321378,0,321378
H005186-64NYYI,454282,19601,454282
H005187-O4ED0Y,0,153545,0
H005188-PKAUBQ,-514196,-34235,-514196
H005189-09ZZ4H,-432437,-310247,-432437
H005190-FE1A4G,1311820,41843,1311820
H005191-0RNP7Y,-418211,-501879,-418211
H005192-N2HJMO,2661828,3560711,2661828
H005193-HM33A2,137666,1045215,137666
H005194-QQP2YB,2234100,0,2234100
H005195-KH4XUX,5819743,5179763,5819743
H005196-SW5DKY,2504005,0,2504005
H005197-TIWSMP,1892809,123217,1892809
H005198-YQ32Z3,5480827,3324451,5480827
H005199-9URIXD,-409813,-173596,-409813
H005201-AN499Q,61746,7084,61746
H005202-9JZCQQ,-475434,-336710,-475434
H005203-3YTTFV,3756564,4078566,3756564
H005204-Y926ZY,1543,1012890,1543
H005205-XOEGYK,677541,0,677541
H005206-19KN7C,304694,49,304694
H005207-J82N6H,5718032,4212308,5718032
H005208-MNHT5P,-447871,-381347,-447871
H005210-759LD4,1953606,2684398,1953606
H005211-1P3A7G,1602075,0,1602075
H005212-JUAO9V,3139389,1010506,3139389
H005213-1VV1RJ,3402132,1938117,3402132
H005214-0RUF6Y,7554987,5401133,7554987
H005215-F4GDJO,-176565,-88793,-176565
H005216-WOPA39,-174508,-441779,-174508
H005218-XRYYB0,825698,54988,825698
H005219-CBT15A,947706,4255374,947706
H005220-SFNBV5,25116,1876962,25116
H005221-DQRQY7,-39519,3052,-39519
H005222-37SYX4,398872,-164920,398872
H005223-243VDM,3632829,1481200,3632829
H005224-F8I6XO,-21764,-85858,-21764
H005225-6KNTAH,774150,1830107,774150
H005226-3XZP3G,2227988,-51466,2227988
H005227-MMTDFI,-642319,-153635,-642319
H005229-QPY3AB,3873246,3159444,3873246
H005231-5I4HQR,2993355,2351746,2993355
H005234-QANBKS,-301301,-256796,-301301
H005235-AC1J7U,2363611,3141070,2363611
H005236-DFDLAG,1540295,923583,1540295
H005238-0BY7EF,838719,499127,838719
H005240-UPCFYG,5198316,2043203,5198316
H005241-W8RNMM,1637801,2130210,1637801
H005242-CZRPW5,5047465,3425682,5047465
H005244-7KXIRU,106585,153225,106585
H005246-AQRXGO,4784410,4903396,4784410
H005247-0UBN7J,1235977,7916,1235977
H005248-M0GW3D,1241578,30252,1241578
H005249-05Z410,-307213,-367308,-307213
H005250-ZGFVX4,6484754,4695770,6484754
H005251-VB7P6H,89361,1262514,89361
H005253-JKB8U3,3188878,974088,3188878
H005254-UJ67BU,2277075,1700396,2277075
H005255-XF55LH,-523864,116,-523864
H005256-BGTQ0L,3561617,3139519,3561617
H005257-F6L3ZO,401645,1033465,401645
H005258-1HF0TS,1672537,0,1672537
H005259-WE3KC1,-108549,561008,-108549
H005260-FSNY3X,2825776,3297663,2825776
H005261-17NCYN,4209173,2072122,4209173
H005262-WADE28,5678535,4660706,5678535
H005263-JCGV3T,-125283,-89424,-125283
H005264-08RLGX,3517426,-52141,3517426
H005265-R4IC0G,3798155,2358352,3798155
H005266-B3TBGP,1274783,1397956,1274783
H005267-8KCR08,422740,50569,422740
H005268-MXZIQN,7007432,6153329,7007432
H005269-T55WTD,-490753,-535472,-490753
H005270-4O1TJR,2825002,3289819,2825002
H005271-ALADJA,20241,50415,20241
H005272-FTOHTH,-76128,-110893,-76128
H005274-UAGDAM,273587,1215822,273587
H005276-D7MJKV,-157515,-307896,-157515
H005277-23TL89,9190,675269,9190
H005278-Z9Q361,1553678,763692,1553678
H005279-RDAPVH,521908,0,521908
H005280-9TIU9M,-131117,-22005,-131117
H005281-RMGODN,3731633,2288931,3731633
H005283-MKJJQP,2669129,4756,2669129
H005284-PSCF7J,-34261,-38623,-34261
H005285-9ILZ9W,462981,1301599,462981
H005286-8EIS4N,4157137,2578470,4157137
H005287-HS7N6R,6766290,5928192,6766290
H005288-4VYOMT,4923694,1300133,4923694
H005289-OV7RN0,3787924,1784005,3787924
H005290-1JIF2Z,323144,685926,323144
H005291-KV6DJW,3841044,1905450,3841044
H005292-S6B7SS,-474165,-560029,-474165
H005293-GZOKPC,26289,872634,26289
H005296-18PD5U,10072435,2078065,10072435
H005298-QTP2I8,8867512,4444389,8867512
H005300-39ANM1,5667215,2000321,5667215
H005303-5UK6EI,-145152,-110826,-145152
H005304-UCGQ75,-97812,-112077,-97812
H005307-QPMAQ4,-140517,689008,-140517
H005308-7W9LMS,9576396,6030102,9576396
H005311-M8P6S0,-667993,-798606,-667993
H005312-7X9ROF,184240,50283,184240
H005315-YB6AOM,3739534,3101224,3739534
H005316-P8TW9Y,378284,84860,378284
H005317-ZCP1R6,2167289,2704365,2167289
H005319-N548YA,0,74921,0
H005320-AQT87K,-197747,-7183,-197747
H005321-QB1Y0M,1023448,12006,1023448
H005322-VT50SZ,7891499,2367807,7891499
H005323-IT9ID2,-160026,-354467,-160026
H005324-U8MH79,101395,4488,101395
H005326-RUSBHQ,558133,1879871,558133
H005327-GOX8JX,1328517,1684882,1328517
H005328-VA8FH7,3022135,2493786,3022135
H005329-R2BH3H,6406491,3849577,6406491
H005330-4B32AS,2801,771589,2801
H005331-8V0Y3H,7777,112261,7777
H005332-MK52AJ,6470574,2978522,6470574
H005334-X6Z4ZU,5657270,3733439,5657270
H005335-XHOX18,288976,1154379,288976
H005336-KJX11X,6365561,5202512,6365561
H005338-5QLJK0,2551919,597700,2551919
H005339-30YW3W,5838993,6157423,5838993
H005341-FH2ABX,0,990918,0
H005342-XS1H89,2916102,1783625,2916102
H005343-B05CE3,5848268,3832605,5848268
H005344-OI32OQ,1663914,1592085,1663914
H005345-5JKGVI,1441954,1530382,1441954
H005346-FZU4TJ,2701104,1615906,2701104
H005347-BUJMA2,-220450,-54675,-220450
H005348-I0GOS0,1738276,3617786,1738276
H005349-OU07ZC,-71950,-175376,-71950
H005350-189D8E,6997148,4856156,6997148
H005351-HCU87W,4299079,5348419,4299079
H005352-93PND4,-536743,-246120,-536743
H005353-HR9A6X,2228100,0,2228100
H005354-78KBWE,4407620,3806297,4407620
H005355-DGLM4O,-96924,822559,-96924
H005356-4HMZ6I,598952,-43318,598952
H005357-X487UN,-157301,-95561,-157301
H005358-20GJ1Y,14115,72295,14115
H005360-FPZZ5E,-208173,-343951,-208173
H005361-WDUQS3,-85919,-52316,-85919
H005362-OU0T4T,6193227,5619164,6193227
H005363-JWYX47,967,394796,967
H005364-FKC2B8,865121,1096924,865121
H005366-GQKCB2,4180677,3067440,4180677
H005367-MRC7OG,6824042,3648669,6824042
H005368-PRE8LD,7792926,371663,7792926
H005369-PO7IOO,1067242,894179,1067242
H005370-SJYATX,2370912,2203158,2370912
H005372-YSW4RH,285292,435257,285292
H005374-CSZL60,4274897,4830669,4274897
H005375-3F0D9G,0,510304,0
H005376-8H4ROH,0,512768,0
H005377-7RX95B,1821957,1906829,1821957
H005379-G5JJP3,5054172,1282774,5054172
H005380-K5JX0G,49433,-77704,49433
H005381-5DCQIM,-46287,2455571,-46287
H005382-6NZEA8,457114,1006088,457114
H005383-THAF6I,10012358,6884760,10012358
H005384-CMRMXM,28040,875572,28040
H005385-THAGFT,-92545,-160601,-92545
H005386-G2XJQ7,339432,1210255,339432
H005387-GZBJHL,1748410,1153566,1748410
H005388-OIMOHE,3804443,2716512,3804443
H005389-0FVE09,70573,-31376,70573
H005390-3NVIBG,6029098,1713031,6029098
H005391-S1F7OB,2077272,2741205,2077272
H005393-JHQAMZ,4221542,2822229,4221542
H005394-RYB4VJ,918448,3627485,918448
H005395-VGDQWM,1086504,300893,1086504
H005396-2TJQRR,-505832,-602454,-505832
H005398-DJNOXH,1507243,2185079,1507243
H005400-UN230K,-141266,-71036,-141266
H005401-ZSGB94,0,402352,0
H005402-W2K469,-43054,1783255,-43054
H005403-D8DZNK,-320239,-82156,-320239
H005404-2352RN,7414090,3156680,7414090
H005406-D3TPA2,-34588,961786,-34588
H005407-ONP3XH,452572,-3074,452572
H005408-LV9UYD,6951640,7618224,6951640
H005410-5W6J8O,915499,1323969,915499
H005411-R5ZQRB,78316,637521,78316
H005412-JFORN5,1425774,2139898,1425774
H005413-71ZS7X,-129163,-244142,-129163
H005414-FCBEBM,9004,573648,9004
H005415-7KNCUC,94251,266540,94251
H005416-SDBNE2,6282938,5049484,6282938
H005417-WV7PVM,954131,2086243,954131
H005419-LRXA9E,-49242,-125353,-49242
H005420-AXPV9U,4192265,4698867,4192265
H005421-W37FYS,210908,1253494,210908
H005422-961XZB,1284881,206624,1284881
H005424-KEMV3U,-236395,-23805,-236395
H005425-MTKEL3,2962969,2983965,2962969
H005426-6E94DN,1113710,1636575,1113710
H005427-A4HWRS,-53619,-51438,-53619
H005428-16KL0A,-420406,-165545,-420406
H005429-8H0DYQ,13199,1673889,13199
H005430-8LVKI0,1424627,6760,1424627
H005431-OSAMQW,1220827,1223599,1220827
H005432-Q7P5R3,483742,3808456,483742
H005433-EBT595,4996578,5494022,4996578
H005434-7OZ4PX,-264113,-85391,-264113
H005435-FXXHB7,6414931,5279106,6414931
H005436-O4EU7C,3587988,2775237,3587988
H005438-D34UA9,2276364,1551922,2276364
H005439-6VB17L,-213575,-275266,-213575
H005441-H6HAT9,3333702,592797,3333702
H005444-DVJ1MM,-171570,37959,-171570
H005445-N0EKO5,135773,27082,135773
H005446-EZ5SKY,5728796,1710802,5728796
H005447-57DUK9,2841230,1802118,2841230
H005448-3CVB7E,5555599,670412,5555599
H005449-40DYEO,2843677,216207,2843677
H005450-LSJJ7T,6879193,2298560,6879193
H005451-SU07R7,4164727,5584649,4164727
H005453-CTIFBI,5115288,4797659,5115288
H005454-IY5IZV,2169453,1922447,2169453
H005456-HRZR8P,-146075,-16915,-146075
H005457-LX5FI9,-484712,-467390,-484712
H005458-KWCG9T,1692547,1695114,1692547
H005459-OYLPPW,3879646,4867395,3879646
H005460-XYPUPZ,8142146,5059722,8142146
H005463-CKRFAI,0,357674,0
H005464-B5JHVV,-62970,-66122,-62970
H005465-N35AEO,0,2329862,0
H005466-Q305IK,-92750,-6096,-92750
H005467-J2LPNH,3986,391670,3986
H005468-203IUI,6516,1104036,6516
H005469-PWI8SP,29209,16960,29209
H005470-O1KT85,-197826,-244289,-197826
H005473-30QGES,2355741,988083,2355741
H005474-4Q4LN8,1017483,-196249,1017483
H005475-E590UR,-381061,-369681,-381061
H005476-ZQJTP5,1385883,1990734,1385883
H005477-V3EJTB,8958943,4231943,8958943
H005478-XARPNS,-151476,-86850,-151476
H005479-KU1C2T,-116923,-631855,-116923
H005481-BF5M6O,-819978,-723086,-819978
H005483-W9EP04,3818629,1524042,3818629
H005484-ZJ26JS,-149791,-86435,-149791
H005486-5ZV2Q4,3812650,3515785,3812650
H005487-JWICE4,7699309,5568414,7699309
H005489-3TQYR2,11723891,4363835,11723891
H005490-X5UVXD,-52556,-45779,-52556
H005491-UUFZJW,6381443,3025946,6381443
H005493-D1VLD2,1938971,1401717,1938971
H005495-89Q0B9,1182085,954028,1182085
H005497-VHR6WC,4216559,1990230,4216559
H005499-PLEXAB,2107162,-8131,2107162
H005500-CFR61L,6247595,3633549,6247595
H005501-XIPH6X,9078132,381004,9078132
H005502-0SG6BE,9182662,4686369,9182662
H005503-JAICZ4,-419453,-256039,-419453
H005504-V4ZM0S,0,1093036,0
H005505-C0QAC1,-388249,-449265,-388249
H005507-SFA1C4,1012771,4387768,1012771
H005508-JC13B7,2295176,-445180,2295176
H005510-Y2ZZ9Q,5334396,3637338,5334396
H005513-020QY4,-150229,-70505,-150229
H005515-XBZMCW,466504,1525463,466504
H005516-WVJSRR,10710051,10024833,10710051
H005517-0AV11V,4531785,4293471,4531785
H005518-9VMHG3,-714579,-609790,-714579
H005519-KZ8F0O,5891942,221902,5891942
H005520-4E0S50,482363,768787,482363
H005521-Y5C53S,816493,1343437,816493
H005523-9L8XEI,4413316,1837298,4413316
H005524-MSLSID,392353,1643,392353
H005525-QP1YDK,0,533802,0
H005526-D2GIT4,755618,168016,755618
H005527-8F9TSK,-409512,-201409,-409512
H005529-ZVZ6U9,-27899,-190470,-27899
H005530-49GMW9,-164239,-67590,-164239
H005531-4V9QOH,-189921,-278944,-189921
H005532-LKJ3E6,-17742,-149101,-17742
H005533-USFZC5,4370196,1746802,4370196
H005535-WNIA51,-89993,-94480,-89993
H005536-B3W7V4,46660,0,46660
H005537-4CXTE5,320272,218878,320272
H005538-27RHAE,9604141,5791836,9604141
H005539-LCN3H8,1112510,807996,1112510
H005540-KOJDB5,1774052,567679,1774052
H005541-XNGD65,2396562,30401,2396562
H005542-QZUPC5,1646825,2667961,1646825
H005543-W980V0,-253729,-97563,-253729
H005544-24Q55X,2186979,2315526,2186979
H005545-LLW92O,926742,832750,926742
H005546-FNXQNF,3699636,1036864,3699636
H005547-Y426UE,4557470,0,4557470
H005548-BK9IRP,3621860,2881745,3621860
H005549-2C3OST,739456,610421,739456
H005550-A5PN4C,-549793,-365677,-549793
H005551-6YWQRF,1660376,4941710,1660376
H005552-OU4NQ9,-220913,-137088,-220913
H005553-F07L39,2650606,2124900,2650606
H005554-NHEVYK,2443881,5499192,2443881
H005555-207VTK,-74476,-30616,-74476
H005558-F11N5F,0,320521,0
H005560-G4BWB7,3932134,3543284,3932134
H005562-VDGFSQ,8653108,655206,8653108
H005563-8Y60SU,-7937,-119351,-7937
H005565-05GBWO,109265,1084163,109265
H005566-J3GY4S,1713909,1154087,1713909
H005567-JLQ4LK,-274373,-381620,-274373
H005570-WWK6UH,3783425,2361381,3783425
H005572-P8L8PI,863131,1107923,863131
H005573-9N47XE,1359666,1225698,1359666
H005574-8Q2522,854733,-57891,854733
H005577-42AIR1,9625316,3530515,9625316
H005578-CRWEA8,-163599,-334772,-163599
H005579-T0ONCN,2807323,-39406,2807323
H005581-0HVD0Y,2592472,1460073,2592472
H005585-3GM2OA,2421021,596252,2421021
H005586-PAAQXU,311139,554713,311139
H005588-IR01VW,1348329,1006696,1348329
H005589-TUI2JG,10205866,6469054,10205866
H005590-UGZAXD,5396158,1107901,5396158
H005591-RCM2CT,-187097,-121414,-187097
H005592-XHMZ00,7547980,6190799,7547980
H005593-7UHYDU,-16080,-116501,-16080
H005594-18CW39,4550727,4269032,4550727
H005595-G876FX,-557213,-299056,-557213
H005597-VTLGI5,3230555,4296440,3230555
H005599-8J6PKK,7787461,8792559,7787461
H005600-HI2AJ6,-557610,-284818,-557610
H005601-Q5UVYX,0,721077,0
H005604-J267AC,-668286,-689243,-668286
H005606-R2UUX6,2956,1100731,2956
H005607-N7PGWP,-86649,-107874,-86649
H005611-6HN8LM,3074324,2088870,3074324
H005612-NXMCXB,-203228,-68290,-203228
H005613-UVDHP0,4418003,2734909,4418003
H005614-K6RT7W,6872148,5948118,6872148
H005615-XUH4A3,2523,494875,2523
H005616-7LH6F7,-426145,-109247,-426145
H005617-ZPSVWU,7295969,5561192,7295969
H005618-1GAJDN,-228810,-175996,-228810
H005621-Z4NK76,7566040,3367393,7566040
H005622-2AS3QN,3199297,3779372,3199297
H005623-RZCVYV,6097123,4363360,6097123
H005624-KGW5W6,737363,764357,737363
H005625-HCGSRW,-301381,628953,-301381
H005626-G5PDYH,-96090,-96452,-96090
H005627-417FYN,2370197,1959946,2370197
H005628-UNEDNP,117885,-13970,117885
H005629-8WNQDK,-1299885,-1126790,-1299885
H005630-UF6FYW,-241280,-81301,-241280
H005631-9TDBZ7,-48587,-347457,-48587
H005632-5AMHAH,4175783,2467823,4175783
H005633-ZB5Z0S,8426842,3377060,8426842
H005634-RWOFYE,-185853,-115623,-185853
H005637-N867XA,77134,423030,77134
H005640-ZNUL3J,814575,1713037,814575
H005641-81TXB7,-523638,-200000,-523638
H005642-QKLUYI,-74413,-166899,-74413
H005643-3G5MA4,3651934,1437896,3651934
H005645-UIKK88,-104898,-26250,-104898
H005646-QEO8QX,388118,129300,388118
H005647-7QA7IY,-422194,-430245,-422194
H005648-SNEI68,771918,848314,771918
H005649-UTJ2AC,2847059,2954453,2847059
H005650-OFEYRV,-660623,-455669,-660623
H005651-WKSGRY,4178423,2079671,4178423
H005652-0NSNIM,-147241,-19296,-147241
H005653-LUJMKJ,9790306,6376228,9790306
H005654-IU91AH,11603,7902,11603
H005655-K8BNAN,913712,826360,913712
H005656-ZBX6K5,2163380,567323,2163380
H005657-TFRD8L,6050671,4614308,6050671
H005658-28LLZ4,6213445,1364808,6213445
H005659-LZNQN0,1459429,255440,1459429
H005660-QNZTB9,5156949,5547299,5156949
H005662-8NHGNQ,-516683,-405818,-516683
H005663-YNPKQT,3074261,2459931,3074261
H005664-7H9CKP,0,203160,0
H005665-HUYAGA,6096904,1272212,6096904
H005666-V2KFU8,5703360,803197,5703360
H005667-6NGFET,-61046,-47447,-61046
H005668-BHS5TR,8761522,6395387,8761522
H005669-9NTUQR,-284280,-234969,-284280
H005670-UMBW2S,3125224,2451699,3125224
H005671-2B8BA2,1339635,1235618,1339635
H005672-H2VWV6,-280510,-324434,-280510
H005673-3F9Z5Y,-502469,-313168,-502469
H005674-N00KH6,175721,863816,175721
H005676-WZF7NT,2658311,2063183,2658311
H005677-GHY00T,2286259,1738545,2286259
H005678-1Y9BCN,285525,1471954,285525
H005679-T7PHK4,581329,2565637,581329
H005680-O7T6LM,2354908,3500359,2354908
H005681-AW1CAM,-63648,-212523,-63648
H005682-1P6NJ6,-17213,-4956,-17213
H005683-7XJ24W,-285530,-411153,-285530
H005684-R6AZ5V,-361798,-69901,-361798
H005685-MLMQUE,1035118,-39500,1035118
H005686-A6APBI,8402975,12166094,8402975
H005688-UXH5IA,-25744,-39178,-25744
H005690-MLZRM0,9273206,8298072,9273206
H005691-LTU1VI,1328163,1012009,1328163
H005692-912OBV,-447,-60209,-447
H005693-GQ73EJ,862185,22943,862185
H005694-Y33OSB,1282744,3092795,1282744
H005695-OTJOO7,887481,200195,887481
H005696-HDGM47,9625922,7758982,9625922
H005697-M57KOM,-162202,-148645,-162202
H005698-MNELQK,8605257,3575466,8605257
H005699-ZBVABK,201314,575342,201314
H005700-SU1KEI,7606218,7012298,7606218
H005702-7FO775,843149,698265,843149
H005703-FZ46QN,2371516,2200567,2371516
H005704-PHZ20B,819430,6575,819430
H005705-B5KBEQ,-287918,-128321,-287918
H005707-C8QG8B,1288891,788836,1288891
H005708-E824WV,7846357,2747661,7846357
H005711-V0KVCD,-116504,-90240,-116504
H005714-XIMIO3,7345996,3192861,7345996
H005715-5M1WA2,6365750,4118919,6365750
H005717-MGYNIT,4186048,5103544,4186048
H005718-2A78QU,-295308,-378347,-295308
H005719-OXY0P2,529496,3721060,529496
H005720-OI2814,1109669,11991,1109669
H005721-I41RGL,-103337,-115705,-103337
H005722-9N8BIE,4000,617353,4000
H005723-1ZKF6Y,1334565,15013,1334565
H005725-L6O6LP,610607,-17686,610607
H005726-PXA8MT,948400,2203386,948400
H005727-72WF5R,2228907,537983,2228907
H005729-0AZCUB,-97870,-21586,-97870
H005733-52ZIAN,-172351,-147508,-172351
H005734-I1KC7M,-296913,-107648,-296913
H005735-BMBFK6,-497421,-34145,-497421
H005736-600LN2,3720246,3990,3720246
H005737-BZLX2W,289897,0,289897
H005738-7H93W1,1257276,2985797,1257276
H005740-RP504W,2066564,844464,2066564
H005741-RSV99I,541432,2939750,541432
H005743-X2EPF4,2196206,2275873,2196206
H005744-ZCDPBA,-894790,-353489,-894790
H005745-OQF0EG,130830,1004691,130830
H005746-5HLLE4,638706,841856,638706
H005747-TS2HIJ,4280399,356545,4280399
H005748-FUXN1H,5737896,6255484,5737896
H005749-47T7ZE,1436356,0,1436356
H005750-N3LZ19,5091233,7083169,5091233
H005751-D1H5O2,2755516,2488559,2755516
H005752-BQ2UZG,655966,975979,655966
H005753-YVKJ2I,531050,2907,531050
H005754-IWR1JM,6537218,2317168,6537218
H005755-VCZTWO,-48068,-56964,-48068
H005756-OW3CIT,2380518,6044059,2380518
H005759-T9BIOP,-259656,-252910,-259656
H005761-ELPKMB,38049,-101759,38049
H005764-7BNEYY,3974315,3786281,3974315
H005765-JLYGJM,9571810,1225353,9571810
H005766-WC2R4Z,126975,436290,126975
H005767-PKDOP9,-112545,-129101,-112545
H005769-TVAQF0,1272265,7890,1272265
H005770-6FPWJW,17823,7797,17823
H005773-YTC19B,59130,460133,59130
H005774-WDAU2E,17778,-14972,17778
H005775-9KBRQT,2492519,3132449,2492519
H005776-CKDNXR,3216938,2798362,3216938
H005777-AV1PBU,264161,44267,264161
H005778-CH0AZY,2890663,182319,2890663
H005779-74XXF6,2839979,7984,2839979
H005780-RXXIOU,-58964,-53628,-58964
H005781-E3EAP0,1253648,1052344,1253648
H005784-C4CSEA,6609964,6286070,6609964
H005785-PKPMI5,4216612,3333348,4216612
H005786-VJ8IF3,1205028,562373,1205028
H005787-7XWLW7,686345,801873,686345
H005788-CUFLH4,-401052,-417552,-401052
H005789-Q3Z1O2,1228519,227955,1228519
H005790-K3TIS9,1170041,2342636,1170041
H005791-RUR7T9,8280,21954,8280
H005792-8DJ8WC,3274861,3288757,3274861
H005793-G4P91L,11442544,6774625,11442544
H005795-X8958P,3869232,6937,3869232
H005797-KR596W,3035539,1969478,3035539
H005798-PGN5T9,12084786,6507719,12084786
H005800-XGTR67,-94466,17257,-94466
H005801-HO9BNH,1125259,1615486,1125259
H005803-A6T72U,2938427,1411168,2938427
H005804-33UO4B,-47315,-117108,-47315
H005806-8VDBBT,3621652,1603472,3621652
H005807-SFJSQU,2657526,4150261,2657526
H005810-MK89HI,6235206,6742170,6235206
H005811-1VND66,1880,79579,1880
H005812-97P9MM,-60204,-92809,-60204
H005813-AECFAY,1080550,520967,1080550
H005815-3DNRAH,541333,1551326,541333
H005816-NLWHE8,-22707,-303032,-22707
H005817-L6YYG7,1031463,12227,1031463
H005820-VRV1OH,-343349,-287171,-343349
H005821-AFI9GL,10044041,6611245,10044041
H005825-X18EX4,-226706,-83232,-226706
H005827-C1TGEL,937577,1124064,937577
H005830-1522SA,3166,6879,3166
H005831-8YAWZG,2429526,4991445,2429526
H005833-Q9ED1W,10871077,6856444,10871077
H005834-WPRZE3,1897039,510104,1897039
H005835-VKX1NP,2531695,1625332,2531695
H005836-ZQIIHI,3663473,2276310,3663473
H005837-X0OIEV,-303604,-143932,-303604
H005838-BGJ1DP,-117927,-91286,-117927
H005839-C1BZMZ,4321156,3133568,4321156
H005840-8XULOV,-350948,-284730,-350948
H005841-6T1YF7,2253082,753005,2253082
H005842-I1WCSN,2137752,2590477,2137752
H005843-9MFAJ8,-266575,-304821,-266575
H005844-LDHHR0,-236451,-101904,-236451
H005845-EN4CXC,-249040,-234902,-249040
H005846-GFCEEC,58296,333671,58296
H005847-EI943B,7151,360944,7151
H005848-GLFISJ,2201896,2575902,2201896
H005849-K531UN,4595816,1906450,4595816
H005850-KV4F0O,80197,36075,80197
H005851-EJENDB,1419596,1192673,1419596
H005854-VUTXW4,-100355,-40248,-100355
H005855-07VUS6,0,588439,0
H005856-3KG4L9,8038818,6543120,8038818
H005858-S7MYHK,-883532,-951051,-883532
H005859-4QN7TR,-308654,-123717,-308654
H005860-HYWSPE,-63106,228529,-63106
H005861-YDHZCD,-76692,-24381,-76692
H005862-HMJTJL,4707717,2438411,4707717
H005863-28L7MP,-181216,-118086,-181216
H005864-IJOOGS,8798313,5535955,8798313
H005865-9GQ83T,1106102,-45145,1106102
H005867-3J4MAT,231888,140917,231888
H005868-PHF3HG,5623918,2161497,5623918
H005869-TEWW40,1165588,2052277,1165588
H005870-BCTBVI,-116811,-184133,-116811
H005872-QBMKKK,7968244,3711332,7968244
H005874-RSKVGN,3314323,2839667,3314323
H005875-PBJVXR,931851,2888601,931851
H005876-R98SE6,-5203,-314052,-5203
H005877-8XWTUS,-267441,-111856,-267441
H005879-ZLFL8U,186605,786,186605
H005880-YPLIZO,-20081,86012,-20081
H005881-XAA91J,2637711,2285909,2637711
H005882-SH83TY,4685247,3091131,4685247
H005884-PD8JOD,3703347,2135863,3703347
H005885-SWVJGK,-161098,12743,-161098
H005886-JDZOMR,677782,613288,677782
H005887-JTLKF5,25460,563132,25460
H005888-SL5N6L,268504,67248,268504
H005889-MMIII1,-12402,-78869,-12402
H005890-937QDH,2043859,0,2043859
H005891-PMB57I,65970,-65625,65970
H005893-KAMFCW,2423549,132616,2423549
H005894-7GQVSP,0,1060049,0
H005895-IZ9OQ2,1354036,2182676,1354036
H005897-6QUVTL,153133,1819433,153133
H005898-QJQG96,2771659,2826765,2771659
